A,B,C,D,E
VLE,SUZZANI GIOVANNI,13,1446,9
VIA,LAZZARETTO,5,2112,2
VIA,HOEPLI ULRICO,6,190,1
VIA,MANZONI ALESSANDRO,29,230,1
ALZ,NAVIGLIO GRANDE,12,5144,6
VIA,COLOMBO GIUSEPPE,42,3201,3
VIA,BOSCOVICH RUGGERO,26,2131,2
VIA,BREMBO,5,4219,5
VIA,MOLINO DELLE ARMI,15,591,1
VLE,MONTELLO,5,7126,1
VIA,PLANA GIOVANNI ANTONIO,23,7177,8
VIA,MORONI GIOVANNI BATTISTA,32,6603,7
VIA,PIERO DELLA FRANCESCA,74,7188,8
VIA,GIOIA MELCHIORRE,141,1108,2
VIA,PORPORA NICOLA ANTONIO,154,2229,3
VIA,RIPAMONTI GIUSEPPE,128,4066,5
PZA,DELLA SCALA,5,201,1
VIA,MECENATE,121,3323,4
LGO,ZANDONAI RICCARDO,3,6485,8
VLE,UMBRIA,60,3145,4
VIA,FARA GUSTAVO,12,1183,2
VIA,SAMMARTINI GIOVANNI BATTISTA,15,1202,2
VIA,TEODOSIO,104,2550,3
VIA,MONTI VINCENZO,32,6155,1
VLE,CORSICA,3,3262,4
VIA,MANZONI ALESSANDRO,29,230,1
VIA,VARESINA,211,7290,8
VLE,MONTE GRAPPA,7,1101,1
PZA,OTTO NOVEMBRE,3,2187,3
VIA,EUSTACHI BARTOLOMEO,6,2165,3
VIA,STENDHAL ENRICO,30,5135,6
PZA,LUIGI DI SAVOIA,2,2260,2
VLE,DORIA ANDREA,22,2230,3
VIA,MADONNINA,27,134,1
VIA,OMBONI GIOVANNI,4,2151,3
VIA,CENISIO,8,7184,8
VIA,PIERO DELLA FRANCESCA,56,7188,8
VIA,PONTACCIO,4,143,1
PZA,CINQUE GIORNATE,6,3053,1
VIA,FIORI CHIARI,20,135,1
CSO,COMO,10,1111,9
VIA,SANTA TECLA,3,321,1
VIA,TORRIANI NAPO,28,2126,2
VIA,CUSAGO,201,6785,7
VLE,CERTOSA,36,7174,8
VIA,PERTICARI GIULIO,23,2383,2
VIA,ORTI,31,4031,1
VIA,LEOPARDI GIACOMO,25,6156,1
VLE,PICENO,28,3114,4
VIA,S. GIOV. SUL MURO,13,609,1
VIA,COLONNA VITTORIA,43,6284,7
VIA,PLANA GIOVANNI ANTONIO,53,7177,8
VIA,DURINI,7,313,1
VIA,DELL' APRICA,2,1223,9
VIA,DELLA CHIESA ROSSA,47,5321,5
VIA,SOLFERINO,34,1028,1
PLE,CORVETTO LUIGI EMANUELE,3,4174,4
VIA,DONIZETTI GAETANO,3,3030,1
VIA,JACOPO DAL VERME,11,1130,9
VIA,MAC MAHON,104,7221,8
VIA,NOVARA,373,6624,7
VIA,ROSSI PELLEGRINO,15,1510,9
VIA,TABACCHI ODOARDO,11,5223,5
VIA,VOLTA ALESSANDRO,9,1018,1
VLE,PASUBIO,6,1112,9
VIA,CASATI FELICE,5,2122,3
VIA,VENINI GIULIO E CORRADO,43,2258,2
CSO,ITALIA,6,526,1
VIA,TIRABOSCHI GEROLAMO,1,4072,4
VLE,CORSICA,48,3262,4
VIA,SOLFERINO,35,1028,1
VIA,DELLA CHIESA ROSSA,25,5321,5
VIA,PICCINNI NICOLA,25,2236,3
CSO,BUENOS AIRES,9,2129,3
VIA,FOSCOLO UGO,1,205,1
LARGO,CALLAS MARIA,1,727,1
VIA,MONTE AMIATA,4,6396,8
VIA,FUMAGALLI ANGELO CARLO,3,5149,6
VLE,CONI ZUGNA,15,5110,1
VIA,SOLFERINO,11,1028,1
VIA,CELESTINO IV,9,540,1
VLE,ABRUZZI,48,2177,3
VIA,ROVELLO,18,722,1
VIA,BOSCOVICH RUGGERO,54,2131,3
VIA,JAN GIORGIO,6,2154,3
VIA,BANDELLO MATTEO,2,6214,1
VIA,DEI MISSAGLIA,97,5340,5
VIA,BENEFATTORI DELL'OSPEDALE,24,1522,9
VIA,CESARI ANTONIO,19,1603,9
PZA,VENTICINQUE APRILE,1,1064,1
VIA,AJACCIO,1,3246,3
VIA,LORENTEGGIO,43,5132,6
VIA,CASTELFIDARDO,2,1043,1
VIA,BRUNI LEONARDO,13,1283,9
VIA,CENISIO,7,7184,8
VLE,COL DI LANA,1,5198,5
VLE,ROMAGNA,23,3102,3
VIA,PLINIO CAIO SECONDO,72,2144,3
VLE,RANZONI DANIELE,6,6297,7
VIA,VOLVINIO,7,5333,5
VIA,MORGAGNI GIOVANNI BATTISTA,28,2158,3
VIA,GIOIA MELCHIORRE,6,1108,9
VLE,TUNISIA,6,2121,3
VIA,CENISIO,13,7184,8
VIA,RICCIARELLI DANIELE,8,6553,7
VIA,FILZI FABIO,8,1190,2
CSO,GARIBALDI GIUSEPPE,68,1010,1
VIA,F.LLI GRUBICY DE DRAGON,4,7077,1
VLO,CALUSCA,2,5171,1
VIA,PORRO LAMBERTENGHI LUIGI,25,1142,9
VIA,PONTE DEL GIUSCANO,41,6735,7
PLE,GIOVANNI DALLE BANDE NERE,9,6614,6
VIA,MARCO AURELIO,64,2298,2
VIA,GIOVANNI DA MILANO,2,3253,3
VIA,PORPORA NICOLA ANTONIO,167,2229,3
VIA,CORREGGIO,6,6287,7
PZA,INSUBRIA,7,3221,4
VIA,DELLE FORZE ARMATE,196,6643,7
VLE,SERRA RENATO,54,6426,8
VIA,TIZIANO VECELLIO,5,6380,8
VIA,BASSINI EDOARDO,51,2587,3
VIA,PADOVA,30,2275,2
VIA,DANDOLO ENRICO,2,3028,1
VIA,LEONCAVALLO RUGGERO,43,2389,2
VIA,SPARTACO,25,3186,4
VIA,S. GIOV. SUL MURO,5,609,1
VIA,DURINI,26,313,1
VIA,CADORE,2,3077,4
VIA,ROMILLI ARCIVESCOVO,6,4154,5
VIA,MAROSTICA,29,6591,7
VIA,TRAIANO MARCO ULPIO,52,7157,8
VIA,DEI VALTORTA,23,2324,2
VIA,ADIGE,8,4216,5
VIA,IMBONATI CARLO,56,1311,9
PLE,GIOVANNI DALLE BANDE NERE,6,6614,7
PZA,GOBETTI PIETRO,6,2561,3
VLE,CONI ZUGNA,9,5110,1
VIA,PAPA GREGORIO XIV,16,580,1
VIA,TADINO ALESSANDRO,9,2109,3
VIA,VIGEVANO,3,5116,6
VIA,SCHIAPARELLI GIOVANNI,9,1211,2
VLE,CONI ZUGNA,54,5110,6
VIA,SANTA MARTA,6,562,1
VIA,FOPPA VINCENZO,8,6109,7
VIA,STAMPA,4,538,1
VIA,FOSCOLO UGO,5,205,1
VIA,MANARA LUCIANO,5,3054,1
CSO,SEMPIONE,42,7137,8
VIA,BERNINA,43,1224,9
VLE,GIAN GALEAZZO,7,5196,1
VIA,CROCEFISSO,27,587,1
VIA,VALASSINA,16,1314,9
VIA,CASTALDI PANFILO,17,2119,3
VIA,FIORI OSCURI,3,136,1
VIA,FARINI CARLO,74,1114,9
VIA,MODENA GUSTAVO,28,3122,3
GLL,SAN CARLO,6,302,1
VIA,PAOLO DA CANNOBIO,11,338,1
VIA,CIRILLO DOMENICO,16,7133,1
VIA,MANFREDINI LUIGI,12,7155,8
PZA,DELLA REPUBBLICA,20,1055,2
VIA,SOLFERINO,16,1028,1
VLE,MONTE NERO,21,3062,1
CSO,VENTIDUE MARZO,43,3074,4
VIA,SCIESA AMATORE,18,3072,4
VIA,TERTULLIANO,38,4094,4
VIA,GIACOSA GIUSEPPE,4,2310,2
VIA,PORPORA NICOLA ANTONIO,109,2229,3
VIA,TORRIANI NAPO,25,2126,2
VIA,FIDENZA,1,4370,4
VIA,WASHINGTON GIORGIO,107,6111,6
PZA,DEL CARMINE,1,129,1
VLE,UMBRIA,80,3145,4
VIA,GHERARDINI GIOVANNI,1,7140,1
VIA,ORNATO LUIGI,61,1591,9
VIA,TEULIE' PIETRO,9,4040,5
VIA,MONTEBELLO,7,1037,1
GLL,PASSARELLA,2,303,1
VIA,VETERE,9,5185,1
VIA,PAVIA,8,5262,5
VIA,AIROLO,4,1333,9
VIA,CLERICI,1,114,1
VIA,FELTRE,70,2652,3
CSO,CONCORDIA,10,3116,4
VIA,BORSIERI PIETRO,5,1128,9
VLE,SAN MICHELE DEL CARSO,7,6212,1
VIA,ROMBON,44,2659,3
VIA,MADDALENA,1,401,1
VLE,MONZA,281,2274,2
VIA,PASTEUR LUIGI,25,2283,2
VIA,SIMONETTA CICCO,8,5168,1
VIA,RUTILIA,16,4229,5
CSO,DI PORTA NUOVA,34,1044,1
CSO,LODI,26,4068,5
PZA,DERGANO,2,1500,9
PZA,OBERDAN GUGLIELMO,12,2108,3
PZA,SANTO STEFANO,12,354,1
VIA,BINDA AMBROGIO,25,5298,6
VIA,BUSONI FERRUCCIO,9,3222,4
VIA,CALDERA,1,6302,7
VIA,CHIESE,60,1627,9
VIA,CIMABUE GIOVANNI,24,6466,8
VIA,CORNALIA EMILIO,4,1182,9
VIA,DELLA CHIESA ROSSA,111,5321,5
VIA,FARA GUSTAVO,12,1183,2
VIA,FARINI CARLO,35,1114,9
VIA,FOGAZZARO ANTONIO,14,3187,4
VIA,FOLDI CARLO,1,3032,4
VIA,GIACOSA GIUSEPPE,2,2310,2
VIA,GIOIA MELCHIORRE,63,1108,2
VIA,GOLDONI CARLO,77,3183,3
VIA,IMBONATI CARLO,43,1311,9
VIA,LAGRANGE GIUSEPPE,13,5205,5
VIA,LOMAZZO PAOLO,17,7079,8
VIA,MAESTRI PIETRO,2,3049,1
VIA,MARIANI POMPEO,4,2490,2
VIA,MORGAGNI GIOVANNI BATTISTA,40,2158,3
VIA,PISACANE CARLO,47,2188,3
VIA,PISANI VITTOR,14,1201,2
VIA,PIZZI GIAN FRANCESCO,14,4270,5
VIA,PORPORA NICOLA ANTONIO,7,2229,3
VIA,PORRO LAMBERTENGHI LUIGI,19,1142,9
VIA,SFORZA ASCANIO,73,5201,5
VIA,SOLARI ANDREA,34,5111,6
VIA,STENDHAL ENRICO,36,5135,6
VIA,TADINO ALESSANDRO,13,2109,3
VIA,TRIVULZIO ANTONIO TOLOMEO,16,6277,7
VIA,VARANINI LUIGI,28,2288,2
VIA,VARANINI LUIGI,9,2288,2
VIA,VARESE,1,1031,1
VLE,CERTOSA,85,7174,8
VLE,COL DI LANA,14,5198,5
VLE,FORLANINI ENRICO,23,3318,4
VLE,ROMAGNA,12,3102,3
VLE,ROMAGNA,2,3102,3
VLE,ROMAGNA,58,3102,3
VLE,UMBRIA,58,3145,4
VIA,ARCONATI COSTANZA,20,3211,4
VIA,GIUBA,20,2387,2
VIA,ADDA,10,1184,9
CSO,VERCELLI,37,6193,7
VIA,FARA GUSTAVO,4,1183,2
VIA,PADOVA,80,2275,2
VIA,ORTI,1,4031,1
VIA,LOMAZZO PAOLO,6,7079,8
VIA,PIERO DELLA FRANCESCA,75,7188,8
VLE,FERMI ENRICO,98,1088,9
VIA,MONTE SAN GENESIO,6,1299,9
VIA,DEL TORCHIO,4,556,1
VIA,SAN CALOCERO,3,5100,1
VIA,MORA GIAN GIACOMO,9,594,1
VIA,VIGEVANO,8,5116,6
VIA,ROSSO MEDARDO,19,1145,9
VIA,DELLA CHIESA ROSSA,113,5321,5
VLE,PAPINIANO,59,5097,1
VIA,SCOGLIO DI QUARTO,2,5172,5
VIA,PORRONE BASSANO,6,110,1
PLE,NIZZA,3,1521,9
PZA,EMILIA,4,3113,4
VIA,ALBANI FRANCESCO,42,6399,8
VIA,ALCUINO,7,7165,8
VIA,ASELLI GASPARE,41,3167,3
VIA,BAVENO,2,1516,9
VIA,BENELLI SEM,11,7497,8
VIA,CESARIANO CESARE,8,7113,1
VIA,CIARDI GUGLIELMO,25,6574,7
VIA,CORREGGIO,16,6287,7
VIA,CREMA,25,4061,5
VIA,DEGLI UMILIATI,9,3347,4
VIA,DEI PANIGAROLA,2,4284,4
VIA,DEL FUSARO,2,6258,7
VIA,DE SANCTIS FRANCESCO,1,5322,5
VIA,FARINI CARLO,38,1114,9
VIA,FARINI CARLO,44,1114,9
VIA,FARINI CARLO,8,1114,9
VIA,GALLURA,2,4256,5
VIA,GAMBOLOITA,1,4160,4
VIA,GULLI TOMMASO,32,6634,7
VIA,INGANNI ANGELO,2,6672,6
VIA,MAFFUCCI ANGIOLO,24,1276,9
VIA,MORGAGNI GIOVANNI BATTISTA,2,2158,3
VIA,PADOVA,228,2275,2
VIA,PAGANO MARIO,69,6186,7
VIA,PARMIGIANINO,19,6599,7
VIA,PIETRO DA CORTONA,13,3311,3
VIA,PISANI VITTOR,9,1201,2
VIA,PONTE SEVESO,22,1203,2
VIA,RASORI GIOVANNI,4,6190,7
VIA,ROSMINI ANTONIO,6,7132,1
VIA,ROTTA PAOLO,10,1587,9
VIA,RUGGERO DI LAURIA,15,7163,8
VIA,SAVONA,59,5122,6
VIA,TABACCHI ODOARDO,1,5223,5
VIA,TORRE CARLO,45,5271,6
VIA,TORRICELLI EVANGELISTA,19,5240,5
VIA,VIGEVANO,33,5116,6
VIA,WASHINGTON GIORGIO,107,6111,6
VLE,BLIGNY,64,4045,5
VLE,CORSICA,3,3262,4
VLE,MONTE NERO,73,3062,1
VLE,MONZA,114,2274,2
VLE,MONZA,58,2274,2
VLE,ORIONE DON LUIGI,14,2378,2
VLE,SAN GIMIGNANO,10,6613,6
VLE,TESTI FULVIO,81,1441,9
VIA,ANGUISSOLA SOFONISBA,23,6609,7
VIA,ORNATO LUIGI,74,1591,9
VIA,MARCHIONNI CARLOTTA,12,1658,9
VIA,REMBRANDT,12,6618,7
VIA,MONTEGANI LODOVICO,66,5330,5
VIA,PESTALOZZI GIOVANNI ENRICO,2,5294,6
VIA,PICCO MADRE ANNA EUGENIA,8,2386,2
VIA,VAL TROMPIA,15,7494,8
VIA,BOLZANO,23,2312,2
VIA,CALVAIRATE,1,3225,4
VLE,BRENTA,7,4151,4
VIA,PIANELL SALVATORE,63,1426,9
VIA,PACINI GIOVANNI,37,2571,3
VIA,MAZZINI GIUSEPPE,2,516,1
VIA,DANTE ALIGHIERI,14,612,1
PZA,FUSINA ANDREA,2,3300,3
VIA,VEGLIA,49,1337,9
VIA,PASCOLI GIOVANNI,56,3132,3
VIA,BARABINO NICOLO',3,4287,4
VIA,PRIMATICCIO FRANCESCO,2,6646,6
VIA,VARANINI LUIGI,16,2288,2
VIA,DEGLI IMBRIANI,29,1266,9
VIA,BOTTESINI GIOVANNI,7,2567,3
VIA,CASTELVETRO LODOVICO,16,7195,8
VIA,FERRUCCI FRANCESCO,11,7150,8
VIA,CISLAGHI LUIGI,2,2474,2
VIA,BARDELLI GIUSEPPE,11,2578,3
VIA,BANDELLO MATTEO,1,6214,1
VIA,WASHINGTON GIORGIO,9,6111,7
VLE,ISONZO,4,4211,5
CSO,DI PORTA TICINESE,76,541,1
CSO,LODI,24,4068,5
PLE,SELINUNTE,6,6566,7
VIA,ARESE FRANCESCO,21,1186,9
VIA,BATTISTI CESARE,21,3019,1
VIA,CANONICA LUIGI,59,7121,1
VIA,FARINI CARLO,81,1114,9
VIA,LOMBROSO CESARE,54,3334,4
VIA,REMBRANDT,68,6618,7
VIA,SOLFERINO,41,1028,1
VLE,DORIA ANDREA,12,2230,2
VIA,HUGO VICTOR,3,548,1
CSO,DI PORTA TICINESE,70,541,1
CSO,ITALIA,16,526,1
CSO,LODI,112,4068,4
CSO,LODI,11,4068,4
CSO,VENTIDUE MARZO,42,3074,4
PLE,MARTINI FERDINANDO,10,3219,4
VIA,AMEDEI,5,529,1
VIA,BRAMANTE,20,7123,1
VIA,CALVAIRATE,1,3225,4
VIA,CANONICA LUIGI,77,7121,8
VIA,CARDUCCI GIOSUE',13,602,1
VIA,CHIASSERINI DANTE,16,7332,9
VIA,CONFALONIERI FEDERICO,5,1125,9
VIA,DELLA MOSCOVA,58,1016,1
VIA,DONIZETTI GAETANO,4,3030,1
VIA,EUSTACHI BARTOLOMEO,17,2165,3
VIA,F.LLI BEOLCHI,2,6738,8
VIA,FRIULI,46,3199,4
VIA,IMPERIA,20,5266,6
VIA,LONDONIO FRANCESCO,18,7134,8
VIA,LULLI GIOVANNI,32,2253,3
VIA,MONTE NAPOLEONE,12,219,1
VIA,MORGHEN RAFFAELLO,23,1462,9
VIA,PALMA JACOPO,4,6605,7
VIA,PIERLUIGI GIOVANNI DA PALESTRINA,40,2235,2
VIA,PRIMATICCIO FRANCESCO,154,6646,6
VIA,ROMEO NICOLA,3,5479,5
VIA,SAVONA,11,5122,6
VIA,SAVONA,86,5122,6
VIA,STAZIO CECILIO,18,2280,2
VIA,TEODOSIO,56,2550,3
VIA,TORTONA,27,5124,6
VIA,VALLE ANTRONA,1,6807,7
VIA,ZANELLA GIACOMO,59,3257,4
VLE,ARGONNE,32,3254,4
VLE,MONZA,28,2274,2
VLE,TIBALDI,1,5234,5
VLE,TIBALDI,26,5234,5
VIA,SOPERGA,22,2262,2
VIA,CONSOLE MARCELLO,14,7278,8
VIA,RIPAMONTI GIUSEPPE,294,4066,5
VIA,RUGGERO DI LAURIA,5,7163,8
VLE,PREMUDA,36,3063,4
VLE,MONZA,220,2274,2
VIA,BELLOTTI FELICE,13,3070,3
VIA,LOMELLINA,34,3280,4
PLE,MEDAGLIE D'ORO,3,4104,4
VIA,CENISIO,40,7184,8
VIA,ROSSI PELLEGRINO,40,1510,9
VIA,SARONNO,2,7202,8
VIA,NOVARA,383,6624,7
VLE,COL DI LANA,4,5198,5
VIA,BUONARROTI MICHELANGELO,6,6253,7
VIA,SARDEGNA,45,6265,7
VIA,SAN MARTINO,14,4016,1
VIA,MARCO AURELIO,8,2298,2
VIA,TORRICELLI EVANGELISTA,26,5240,5
VIA,TONALE,8,1213,2
VIA,MACCHI MAURO,72,2133,2
VIA,BORSIERI PIETRO,14,1128,9
VIA,ORTI,4,4031,1
VIA,CESARIANO CESARE,9,7113,1
VIA,LEPONTINA,11,1147,9
VIA,DEZZA GIUSEPPE,24,6108,7
PLE,STAZIONE DI PORTA GENOVA,3,5120,6
VIA,MERCATO,14,717,1
VIA,COSTA ANDREA,4,2276,3
VIA,SIRTORI GIUSEPPE,6,2180,3
VIA,FOSCOLO UGO,3,205,1
VIA,FORNARI PASQUALE,4,6592,7
VIA,PETRELLA ERRICO,19,2137,3
VIA,DEGLI IMBRIANI,26,1266,9
CSO,INDIPENDENZA,20,3118,4
VIA,RIPAMONTI GIUSEPPE,244,4066,5
VIA,TORINO,48,543,1
RIP,DI PTA TICINESE,21,5150,6
PLE,BAIAMONTI ANTONIO,2,7235,9
VIA,DELLA CARITA',2,4083,4
VIA,LODOVICO IL MORO,55,5290,6
VLE,ZARA,116,1170,2
CSO,LODI,90,4068,4
VIA,LODOVICO IL MORO,55,5290,6
CSO,GENOVA,7,5164,1
VLE,MONZA,311,2274,2
VIA,GIAMBELLINO,32,5136,6
VIA,PORPORA NICOLA ANTONIO,161,2229,3
VIA,ANTONIO DA RECANATE,1,2215,2
CSO,COLOMBO CRISTOFORO,11,5114,6
VIA,MORA GIAN GIACOMO,3,594,1
VIA,ESTERLE CARLO,31,2368,2
VIA,GRAZIOLI DON BARTOLOMEO,2,1473,9
VLE,UMBRIA,66,3145,4
VIA,PIACENZA,9,4064,5
VIA,RAVIZZA CARLO,8,6285,7
VIA,DEGLI IMBRIANI,3,1266,9
VIA,MESSINA,1,7211,8
VIA,FARA GUSTAVO,14,1183,2
VIA,BUGATTI ETTORE,7,4353,5
VIA,DESENZANO,5,6610,7
VIA,SODERINI LUIGI,27,6675,6
VIA,LECCO,15,2110,3
VIA,BOCCACCIO GIOVANNI,11,6158,1
CSO,VENTIDUE MARZO,38,3074,4
PZA,DURANTE FRANCESCO,36,2277,3
PZA,GRECO,2,1417,2
VIA,FESTA DEL PERDONO,8,327,1
VIA,IMBONATI CARLO,75,1311,9
VIA,NEGROLI,55,3279,4
VIA,PALMI,4,6699,7
VIA,PIERLUIGI GIOVANNI DA PALESTRINA,32,2235,2
VIA,TEANO,2,1632,9
VLE,MONZA,233,2274,2
VLE,PREMUDA,27,3063,1
VIA,VOLTA ALESSANDRO,11,1018,1
VIA,SANTA MARIA FULCORINA,13,630,1
PLE,UDINE,1,2651,3
VIA,VIGEVANO,33,5116,6
VIA,LECCO,22,2110,3
VLE,PIAVE,16,2179,3
PZA,DEL ROSARIO,1,5088,6
VIA,SALVINI TOMMASO,3,2175,1
VIA,DESIDERIO,28,2565,3
VIA,STENDHAL ENRICO,57,5135,6
VIA,ZECCA VECCHIA,4,565,1
VIA,GOLA EMILIO,4,5154,6
PZA,CINQUE GIORNATE,3,3053,1
VLE,CASSIODORO,12,6359,8
VIA,TORRICELLI EVANGELISTA,5,5240,5
VIA,DEGLI ZUCCARO,2,5390,6
VIA,TADINO ALESSANDRO,4,2109,3
VIA,DELLA CHIESA ROSSA,71,5321,5
CSO,GENOVA,22,5164,1
VIA,ARGANINI GEROLAMO,26,1710,9
VIA,EUSTACHI BARTOLOMEO,47,2165,3
CSO,BUENOS AIRES,55,2129,3
VLE,CASSIODORO,20,6359,8
CSO,COMO,6,1111,9
CSO,GARIBALDI GIUSEPPE,108,1010,1
CSO,GARIBALDI GIUSEPPE,12,1010,1
CSO,GARIBALDI GIUSEPPE,41,1010,1
CSO,LODI,52,4068,4
CSO,LODI,73,4068,4
CSO,SAN GOTTARDO,16,5203,5
CSO,SEMPIONE,17,7137,1
CSO,VENTIDUE MARZO,57,3074,4
LGO,LA FOPPA,5,1033,1
PLE,BAIAMONTI ANTONIO,1,7235,8
PZA,CARRARA FRANCESCO,21,5258,5
PZA,GRAMSCI ANTONIO,10,7205,8
PZA,GRAMSCI ANTONIO,6,7205,8
PZA,LEGA LOMBARDA,1,7084,1
PZA,NAPOLI,25,5131,6
PZA,SANT' EUSTORGIO,6,5186,1
PZA,TIRANA,22,5378,6
PZA,TRENTO,1,4220,5
PZA,VENTIQUATTRO MAGGIO,4,5200,5
RIP,DI PTA TICINESE,57,5150,6
VIA,ACCADEMIA,53,2429,3
VIA,AGNELLO,19,209,1
VIA,AGNESI MARIA GAETANA,17,4060,5
VIA,ALBANI FRANCESCO,41,6399,8
VIA,ALEARDI ALEARDO,10,7209,8
VIA,ALESSI GALEAZZO,1,5169,1
VIA,ALTAGUARDIA,10,4058,5
VIA,ANDREOLI DON GIUSEPPE,27,1467,9
VIA,ARIBERTO DA INTIMIANO,1,5092,1
VIA,BAGUTTA,14,221,1
VIA,BALBO CESARE,31,4208,5
VIA,BARTOLINI LORENZO,36,7178,8
VIA,BASSI UGO,22,1143,9
VIA,BERGOGNONE AMBROGIO DA FOSSANO,24,5130,6
VIA,BERTOLAZZI CARLO,26,2662,3
VIA,BESSARIONE,5,4152,4
VIA,BONFADINI ROMUALDO,83,3341,4
VIA,BORSIERI PIETRO,9,1128,9
VIA,BRAMANTE,26,7123,1
VIA,BREDA ERNESTO,196,2342,2
VIA,BREMBO,11,4219,5
VIA,BRISA,15,637,1
VIA,BRIVIO CESARE,13,1502,9
VIA,BRIZI EUGENIO,1,4186,4
VIA,BUONARROTI MICHELANGELO,8,6253,7
VIA,CADORE,26,3077,4
VIA,CALABIANA ARCIVESCOVO,3,4139,5
VIA,CALDERA,109,6302,7
VIA,CALVI PIETRO,2,3083,4
VIA,CAMALDOLI,2,3348,4
VIA,CANDIANI GIUSEPPE,114,1242,9
VIA,CARDUCCI GIOSUE',38,602,1
VIA,CARPI EUGENIO,5,2557,3
VIA,CAPRANICA LUIGI,18,2564,3
VIA,CASELLA GIOVANNI BATTISTA,10,7382,8
VIA,CASTALDI PANFILO,18,2119,3
VIA,CAVALCANTI GUIDO,2,2286,2
VIA,CELLINI BENVENUTO,11,3081,4
VIA,CENISIO,83,7184,8
VIA,CHAVEZ GIORGIO,4,2365,2
VIA,CIAIA IGNAZIO,4,1294,9
VIA,CINO DA PISTOIA,9,1445,9
VIA,CISLAGHI LUIGI,8,2474,2
VIA,COLONNA VITTORIA,50,6284,7
VIA,CONTE ROSSO,28,2667,3
VIA,CORIO BERNARDINO,3,4102,4
VIA,COSENZ ENRICO,81,1464,9
VIA,CRESPI PIETRO,14,2296,2
VIA,CUCCAGNA,4,4084,4
VIA,D'ADDA CARLO,24,5272,6
VIA,DAL RE MARCANTONIO,40,7381,8
VIA,DECEMBRIO PIER CANDIDO,26,4099,4
VIA,DEGLI AILANTI,3,7284,8
VIA,DEI FONTANILI,2,4224,5
VIA,DEI PIATTI,4,532,1
VIA,DELLA TORRE,1,2322,2
VIA,DELLE FORZE ARMATE,163,6643,7
VIA,DELLE LEGHE,23,2285,2
VIA,DEL PROGRESSO,22,1398,2
VIA,DEL RICORDO,30,2496,2
VIA,DE MARCHI GHERINI AMBROGIO,2,2503,2
VIA,EGADI,10,6235,7
VIA,ERODOTO,2,2352,2
VIA,FANTONI GIOVANNI,20,6578,7
VIA,FARA GUSTAVO,10,1183,2
VIA,FARA GUSTAVO,10,1183,2
VIA,FARA GUSTAVO,14,1183,2
VIA,FARA GUSTAVO,1,1183,9
VIA,FARA GUSTAVO,25,1183,9
VIA,FARA GUSTAVO,7,1183,9
VIA,FARA GUSTAVO,9,1183,9
VIA,FARINI CARLO,32,1114,9
VIA,FARINI CARLO,60,1114,9
VIA,FARINI CARLO,8,1114,9
VIA,FERRUCCI FRANCESCO,16,7150,8
VIA,FERRUCCI FRANCESCO,1,7150,8
VIA,FILZI FABIO,10,1190,2
VIA,FILZI FABIO,11,1190,2
VIA,FIORI CHIARI,10,135,1
VIA,F.LLI BRONZETTI,2,3089,4
VIA,FOLLI EGIDIO,41,2676,3
VIA,FRISI PAOLO,3,2190,3
VIA,FRISI PAOLO,3,2190,3
VIA,GALLARATE,448,7420,8
VIA,GENTILINO,6,5204,5
VIA,GIAMBELLINO,65,5136,6
VIA,GIOVANNI DA MILANO,4,3253,3
VIA,GIUSTI GIUSEPPE,14,7127,1
VIA,GLUCK CRISTOFORO,13,1215,2
VIA,GRATOSOGLIO,99,5411,5
VIA,IMBONATI CARLO,15,1311,9
VIA,IMBONATI CARLO,9,1311,9
VIA,INGANNI ANGELO,11,6672,6
VIA,LAMARMORA ALFONSO,2,4103,1
VIA,LAMARMORA ALFONSO,36,4103,1
VIA,LAMBRO,15,2186,3
VIA,LECCO,4,2110,3
VIA,LEONCAVALLO RUGGERO,14,2389,3
VIA,LEPETIT ROBERTO,27,2096,2
VIA,LODOVICO IL MORO,139,5290,6
VIA,LODOVICO IL MORO,159,5290,6
VIA,LOMBARDINI ELIA,1,5146,6
VIA,LOMELLINA,34,3280,4
VIA,LONDONIO FRANCESCO,22,7134,8
VIA,LORENTEGGIO,141,5132,6
VIA,LOSANNA,11,7190,8
VIA,LUCILIO GAIO,2,7528,8
VIA,MACCHI MAURO,2,2133,2
VIA,MACCHI MAURO,69,2133,2
VIA,MAC MAHON,24,7221,8
VIA,MAC MAHON,84,7221,8
VIA,MAFFEI ANDREA,12,3191,4
VIA,MAGOLFA,14,5159,6
VIA,MAGOLFA,15,5159,6
VIA,MAMIANI TERENZIO,6,2338,2
VIA,MARCO D'AGRATE,6,4276,5
VIA,MARGHERA,18,6280,7
VIA,MAROCCO PIETRO,12,2265,2
VIA,MAROCHETTI CARLO,10,4185,4
VIA,MASACCIO,18,6420,8
VIA,MECENATE,34,3323,4
VIA,MEDA GIUSEPPE,43,5242,5
VIA,MEDA GIUSEPPE,47,5242,5
VIA,MELZO,16,2184,3
VIA,MENABREA LUIGI FEDERICO,33,1322,9
VIA,MERCANTINI LUIGI,11,1247,9
VIA,MERZARIO GIUSEPPE,7,2570,3
VIA,MICHETTI FRANCESCO PAOLO,1,1263,9
VIA,MONLUE',75,3320,4
VIA,MONTEVIDEO,4,6091,6
VIA,MONVISO,13,7212,8
VIA,MORAZZONE,10,7131,1
VIA,MORIMONDO,1,5291,6
VIA,NICASTRO,6,4116,4
VIA,NOVARA,205,6624,7
